input,2050_KM,2050_KGG_midden,2050_KGG_hoog,2050_GP_basis,2050_GP_midden,2050_GP_hoog,2030_KM,2030_KGG_midden,2030_KGG_hoog,2030_GP_basis,2030_GP_midden,2030_GP_hoog,2035_KM,2035_KGG_midden,2035_KGG_hoog,2035_GP_basis,2035_GP_midden,2035_GP_hoog,2040_KM,2040_KGG_midden,2040_KGG_hoog,2040_GP_basis,2040_GP_midden,2040_GP_hoog
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_input_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_output_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_kerosene_output_share,,,,,,,,,,,,,,,,,,,,,,13.98939071,13.98939071,13.98939071
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_oil_input_share,,,,,,,,,,,,,,,,,,,,,,8.835000692,8.835000692,8.835000692
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_oil_output_share,,,,,,,,,,,,,,,,,,,,,,9.373657784,9.373657784,9.373657784
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_biodiesel_output_share,,,,,,,,,,,,,,,,,,,,,,4.693767201,4.693767201,4.693767201
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_crude_oil_input_share,,,,,,,,,,,,,,,,,,,,,,52.91840826,52.91840826,52.91840826
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_crude_oil_output_share,,,,,,,,,,,,,,,,,,,,,,12.7447977,12.7447977,12.7447977
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_diesel_output_share,,,,,,,,,,,,,,,,,,,,,,16.08690547,16.08690547,16.08690547
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_electricity_input_share,,,,,,,,,,,,,,,,,,,,,,4.591481551,4.591481551,4.591481551
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_gasoline_output_share,,,,,,,,,,,,,,,,,,,,,,3.457691472,3.457691472,3.457691472
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_input_share,,,,,,,,,,,,,,,,,,,,,,0.125756659,0.125756659,0.125756659
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_output_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_heavy_fuel_oil_output_share,,,,,,,,,,,,,,,,,,,,,,4.935585442,4.935585442,4.935585442
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_input_share,,,,,,,,,,,,,,,,,,,,,,11.36090892,11.36090892,11.36090892
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_output_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_kerosene_output_share,,,,,,,,,,,,,,,,,,,,,,10.12316557,10.12316557,10.12316557
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_loss_output_share,,,,,,,,,,,,,,,,,,,,,,16.45322112,16.45322112,16.45322112
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_lpg_output_share,,,,,,,,,,,,,,,,,,,,,,1.340723866,1.340723866,1.340723866
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_input_share,,,,,,,,,,,,,,,,,,,,,,0.777063253,0.777063253,0.777063253
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_output_share,,,,,,,,,,,,,,,,,,,,,,1.00E-10,1.00E-10,1.00E-10
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_input_share,,,,,,,,,,,,,,,,,,,,,,1.00E-10,1.00E-10,1.00E-10
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_output_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_not_defined_input_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_not_defined_output_share,,,,,,,,,,,,,,,,,,,,,,6.801093667,6.801093667,6.801093667
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_steam_hot_water_input_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_total_demand,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_waste_mix_input_share,,,,,,,,,,,,,,,,,,,,,,6.787891225,6.787891225,6.787891225
external_coupling_energy_chemical_refineries_transformation_external_coupling_node_wood_pellets_input_share,,,,,,,,,,,,,,,,,,,,,,14.60348945,14.60348945,14.60348945
external_coupling_energy_chp_supercritical_ccs_waste_mix_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chp_supercritical_ccs_waste_mix_electrical_efficiency,,,,,,,,,,,,,,,,,,,,,,1,1,1
external_coupling_energy_chp_supercritical_ccs_waste_mix_heat_efficiency,,,,,,,,,,,,,,,,,,,,,,1,1,1
external_coupling_energy_chp_supercritical_waste_mix_capacity,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_chp_supercritical_waste_mix_electrical_efficiency,,,,,,,,,,,,,,,,,,,,,,1,1,1
external_coupling_energy_chp_supercritical_waste_mix_heat_efficiency,,,,,,,,,,,,,,,,,,,,,,1,1,1
external_coupling_energy_distribution_coal_gas_chemical_feedstock_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_distribution_coal_gas_energy_production_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_distribution_coal_gas_final_demand_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_energy_production_synthetic_kerosene_demand,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_energy_production_synthetic_methanol_demand,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_bio_kerosene_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_bio_kerosene_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_biodiesel_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_biodiesel_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_burner_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_burner_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_burner_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_burner_network_gas_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_fertilizers_burner_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_combustion_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_fertilizers_combustion_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_combustion_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_electricity,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_fertilizers_non_energetic_ammonia_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_non_energetic_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_non_energetic_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_non_energetic_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_non_energetic_network_gas_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_fertilizers_non_energetic_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_p2h_capacity,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_fertilizers_processes_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_fertilizers_processes_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_processes_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_residual_heat_share,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_fertilizers_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_fertilizers_total_excluding_electricity,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_fertilizers_total_useable_heat_share,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_other_burner_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_burner_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,1.894758238,1.894758238,1.894758238
external_coupling_industry_chemical_other_burner_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,54.21147849,54.21147849,54.21147849
external_coupling_industry_chemical_other_burner_network_gas_share,,,,,,,,,,,,,,,,,,,,,,32.02567923,32.02567923,32.02567923
external_coupling_industry_chemical_other_burner_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_other_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_other_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_electricity,,,,,,,,,,,,,,,,,,,,,,289.1445313,289.1445313,289.1445313
external_coupling_industry_chemical_other_heater_electricity_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_heatpump_water_water_electricity_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_non_energetic_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_non_energetic_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,70.64178202,70.64178202,70.64178202
external_coupling_industry_chemical_other_non_energetic_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_non_energetic_network_gas_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_non_energetic_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,29.35821798,29.35821798,29.35821798
external_coupling_industry_chemical_other_p2h_capacity,,,,,,,,,,,,,,,,,,,,,,764.7,764.7,764.7
external_coupling_industry_chemical_other_residual_heat_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_other_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,11.86808404,11.86808404,11.86808404
external_coupling_industry_chemical_other_steam_recompression_electricity_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_other_total_non_energetic,,,,,,,,,,,,,,,,,,,,,,121.6390007,121.6390007,121.6390007
external_coupling_industry_chemical_other_useable_heat,,,,,,,,,,,,,,,,,,,,,,58.25037967,58.25037967,58.25037967
external_coupling_industry_chemical_refineries_burner_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_refineries_burner_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_refineries_burner_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,32.34021769,32.34021769,32.34021769
external_coupling_industry_chemical_refineries_burner_network_gas_share,,,,,,,,,,,,,,,,,,,,,,49.7976556,49.7976556,49.7976556
external_coupling_industry_chemical_refineries_burner_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_refineries_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_refineries_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_chemical_refineries_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_chemical_refineries_electricity,,,,0,0,0,,,,47.619,47.619,47.619,,,,23.81,23.81,23.81,,,,0,0,0
external_coupling_industry_chemical_refineries_p2h_capacity,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_refineries_residual_heat_share,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0
external_coupling_industry_chemical_refineries_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,17.86212671,17.86212671,17.86212671
external_coupling_industry_chemical_refineries_useable_heat,,,,0,0,0,,,,12.503,12.503,12.503,,,,6.252,6.252,6.252,,,,0,0,0
external_coupling_industry_diesel_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_diesel_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_external_coupling_node_captured_co2_supply,,,,,,,,,,,,,,,,,,,,,,16.75626802,16.75626802,16.75626802
external_coupling_industry_kerosene_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_kerosene_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_lpg_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_lpg_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_aluminium_energetic_electricity_share,,,,,,,,,,,,,,,,,,,,,,25.32374101,25.32374101,25.32374101
external_coupling_industry_metal_aluminium_energetic_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,74.67625899,74.67625899,74.67625899
external_coupling_industry_metal_aluminium_energetic_network_gas_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_aluminium_fixed_om_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_aluminium_investment_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_aluminium_production,,,,,,,,,,,,,,,,,,,,,,0.2502,0.2502,0.2502
external_coupling_industry_metal_aluminium_production_efficiency,,,,,,,,,,,,,,,,,,,,,,1,1,1
external_coupling_industry_metal_aluminium_technical_lifetime,,,,,,,,,,,,,,,,,,,,,,15,15,15
external_coupling_industry_metal_other_metals_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_other_metals_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0.429631178,0.429631178,0.429631178
external_coupling_industry_metal_other_metals_electricity_share,,,,,,,,,,,,,,,,,,,,,,83.49685867,83.49685867,83.49685867
external_coupling_industry_metal_other_metals_fixed_om_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_other_metals_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,7.244324235,7.244324235,7.244324235
external_coupling_industry_metal_other_metals_investment_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_other_metals_network_gas_share,,,,,,,,,,,,,,,,,,,,,,8.829185914,8.829185914,8.829185914
external_coupling_industry_metal_other_metals_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_other_metals_technical_lifetime,,,,,,,,,,,,,,,,,,,,,,15,15,15
external_coupling_industry_metal_other_metals_useful_energetic_demand,,,,,,,,,,,,,,,,,,,,,,7.54135213,7.54135213,7.54135213
external_coupling_industry_metal_steel_blastfurnace_bof_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_metal_steel_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_cyclonefurnace_bof_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_dri_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_dri_network_gas_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_efficiency,,,,,,,,,,,,,,,,,,,,,,7.433876834,7.433876834,7.433876834
external_coupling_industry_metal_steel_energetic_coal_gas_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_energetic_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_energetic_cokes_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_energetic_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_energetic_electricity_share,,,,,,,,,,,,,,,,,,,,,,37.24050666,37.24050666,37.24050666
external_coupling_industry_metal_steel_energetic_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,36.63569883,36.63569883,36.63569883
external_coupling_industry_metal_steel_energetic_network_gas_share,,,,,,,,,,,,,,,,,,,,,,16.76916405,16.76916405,16.76916405
external_coupling_industry_metal_steel_energetic_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_energetic_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,9.354630458,9.354630458,9.354630458
external_coupling_industry_metal_steel_external_coupling_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_metal_steel_fixed_om_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_investment_costs,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_scrap_hbi_eaf_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_metal_steel_technical_lifetime,,,,,,,,,,,,,,,,,,,,,,25,25,25
external_coupling_industry_metal_steel_total_demand,,,,50,50,50,,,,73.81,73.81,73.81,,,,61.905,61.905,61.905,,,,50,50,50
external_coupling_industry_metal_steel_wacc,,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.08
external_coupling_industry_other_bio_oil_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_bio_oil_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,99.90530303,99.90530303,99.90530303
external_coupling_industry_other_food_burner_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_food_burner_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0.48487848,0.48487848,0.48487848
external_coupling_industry_other_food_burner_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,42.63971861,42.63971861,42.63971861
external_coupling_industry_other_food_burner_network_gas_share,,,,,,,,,,,,,,,,,,,,,,56.20594544,56.20594544,56.20594544
external_coupling_industry_other_food_burner_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0.669457468,0.669457468,0.669457468
external_coupling_industry_other_food_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_other_food_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_food_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_food_heater_electricity_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_food_p2h_capacity,,,,,,,,,,,,,,,,,,,,,,1051.1,1051.1,1051.1
external_coupling_industry_other_food_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_food_useful_energetic_demand_excluding_electricity,,,,,,,,,,,,,,,,,,,,,,33.45993,33.45993,33.45993
external_coupling_industry_other_food_useful_energetic_demand_for_electricity,,,,,,,,,,,,,,,,,,,,,,45.39770467,45.39770467,45.39770467
external_coupling_industry_other_non_specified_industry_ammonia_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_coal_share_energetic,,,,,,,,,,,,,,,,,,,,,,0.080347307,0.080347307,0.080347307
external_coupling_industry_other_non_specified_industry_coal_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_cokes_share_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_cokes_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_crude_oil_share_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_crude_oil_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_electricity_share_energetic,,,,,,,,,,,,,,,,,,,,,,85.3358223,85.3358223,85.3358223
external_coupling_industry_other_non_specified_industry_hydrogen_share_energetic,,,,,,,,,,,,,,,,,,,,,,6.156511843,6.156511843,6.156511843
external_coupling_industry_other_non_specified_industry_hydrogen_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_methanol_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_network_gas_share_energetic,,,,,,,,,,,,,,,,,,,,,,7.371352665,7.371352665,7.371352665
external_coupling_industry_other_non_specified_industry_network_gas_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_other_non_specified_industry_useable_heat_share_energetic,,,,,,,,,,,,,,,,,,,,,,0.778138331,0.778138331,0.778138331
external_coupling_industry_other_non_specified_industry_waste_mix_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_industry_wood_pellets_share_energetic,,,,,,,,,,,,,,,,,,,,,,0.277827555,0.277827555,0.277827555
external_coupling_industry_other_non_specified_industry_wood_pellets_share_non_energetic,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_non_specified_useful_energetic_demand,,,,,,,,,,,,,,,,,,,,,,99.46817543,99.46817543,99.46817543
external_coupling_industry_other_non_specified_useful_non_energetic_demand,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_oil_in_crude_oil_non_energetic_share,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_other_oil_in_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0.09469697,0.09469697,0.09469697
external_coupling_industry_other_paper_burner_coal_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_burner_crude_oil_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_burner_hydrogen_share,,,,,,,,,,,,,,,,,,,,,,41.72321855,41.72321855,41.72321855
external_coupling_industry_other_paper_burner_network_gas_share,,,,,,,,,,,,,,,,,,,,,,58.27678145,58.27678145,58.27678145
external_coupling_industry_other_paper_burner_wood_pellets_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_ccus_capture_potential,,,,,,,,,,,,,,,,,,,,,,100,100,100
external_coupling_industry_other_paper_ccus_captured_co2,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_ccus_electricity_use,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_heater_electricity_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_p2h_capacity,,,,,,,,,,,,,,,,,,,,,,395,395,395
external_coupling_industry_other_paper_steam_hot_water_share,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_industry_other_paper_useful_energetic_demand_excluding_electricity,,,,,,,,,,,,,,,,,,,,,,8.03392,8.03392,8.03392
external_coupling_industry_other_paper_useful_energetic_demand_for_electricity,,,,,,,,,,,,,,,,,,,,,,8.479430154,8.479430154,8.479430154
external_coupling_interconnector_1_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_1_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_10_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_10_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_11_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_11_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_12_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_12_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_2_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_2_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_3_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_3_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_4_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_4_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_5_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_5_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_6_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_6_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_7_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_7_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_8_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_8_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_interconnector_9_flh_of_export_user_curve,,,,,,,,,,,,,,,,,,,,,,5427.6084,5427.6084,5427.6084
external_coupling_interconnector_9_flh_of_import_user_curve,,,,,,,,,,,,,,,,,,,,,,0,0,0
external_coupling_molecules_other_utilisation_demand,,,,,,,,,,,,,,,,,,,,,,10.61973482,10.61973482,10.61973482
external_coupling_non_biogenic_waste_max_demand,,,,,,,,,,,,,,,,,,,,,,73.79873996,73.79873996,73.79873996
external_coupling_waste_mix_biogenic_waste_share,,,,,,,,,,,,,,,,,,,,,,50,50,50
external_coupling_waste_mix_non_biogenic_waste_share,,,,,,,,,,,,,,,,,,,,,,50,50,50
